COD_INMUEBLE,NOM_SUCURSAL,NOM_BARRIO,NOM_CIUDAD,ESTRATO,TIPO_INMUEBLE,AREA,VLR_CANON,VLR_ADMINISTRACION,FECHA_CONSIGNACION,FECHA_RECONSIGNACION,FECHA_CONTRATO,COD_ESTADO_CONTRATO
1,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,23,632600,167400,10092020,,12092020,VIGENTE
2,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,11,500000,0,11042018,,26112020,VIGENTE
3,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,APARTAMENTO,24,500000,0,11042018,,22062019,INACTIVO
4,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,20,515900,0,11042018,,18042018,INACTIVO
5,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,TRES,APARTAMENTO,33,729000,271000,22092020,,24102020,VIGENTE
6,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,23,520600,129400,21102020,,30102020,VIGENTE
7,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,27,650000,0,19062020,,30072020,INACTIVO
8,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,CUATRO,CASA,97,780000,0,06122019,,21022020,INACTIVO
9,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,CUATRO,LOCAL,29,1100000,170000,07072020,,29092020,VIGENTE
10,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,CASA,52,744000,156000,24012020,,30012020,VIGENTE
11,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,CASA,55,900000,307440,24062020,,10072020,VIGENTE
12,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,CASA,31,900000,158000,23072020,,10092020,VIGENTE
13,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,14,600000,0,15122020,,22122020,VIGENTE
14,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,79,1300000,329400,19112020,,15122020,VIGENTE
15,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CUATRO,APARTAMENTO,87,721000,279000,09072020,,14092020,VIGENTE
16,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,CASA,53,1000000,0,25112019,,17122020,VIGENTE
17,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,CASA,63,986100,0,25112019,,26112019,INACTIVO
18,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,CUATRO,APARTAMENTO,42,850000,0,22112019,,28082020,VIGENTE
19,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,CUATRO,CASA,44,850000,0,22112019,,23112019,INACTIVO
20,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,LOCAL,11,882300,0,25112019,,29112019,INACTIVO
21,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,TRES,CASA,82,1000000,0,06072020,,25072020,VIGENTE
22,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CUATRO,APARTAMENTO,85,900000,192000,23072020,,31072020,VIGENTE
23,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,APARTAMENTO,58,900000,158000,23072020,,30072020,VIGENTE
24,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,APARTAMENTO,91,726600,0,12022019,,23022019,VIGENTE
25,BARRANCABERMEJA,LA PENINSULA,BARRANCABERMEJA,DOS,CASA,74,516300,103700,09072020,,26082020,VIGENTE
26,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,CASA,86,900000,0,20092019,,29072020,VIGENTE
27,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,APARTAMENTO,46,1000000,0,20092019,,30122019,INACTIVO
28,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,CUATRO,CASA,46,609484,190516,24022020,24022020,03102020,VIGENTE
29,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,TRES,APARTAMENTO,74,674700,0,19092019,,28092019,VIGENTE
30,BARRANCABERMEJA,VERSALLES,BARRANCABERMEJA,DOS,CASA,67,550000,0,29112019,,17122019,INACTIVO
31,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,26,620000,0,24012020,,01022020,VIGENTE
32,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,LOCAL,18,800000,0,29012020,,31012020,VIGENTE
33,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,CUATRO,LOCAL,30,900000,0,30012020,,29022020,VIGENTE
34,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,LOCAL,30,700000,0,19092019,,07122019,INACTIVO
35,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,LOCAL,12,570000,0,16102019,,31012020,VIGENTE
36,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,TRES,LOCAL,22,672102,188572,20022020,,29022020,VIGENTE
37,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,TRES,APARTAMENTO,68,850000,0,11122019,,01092020,VIGENTE
38,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,CASA,62,934200,186000,26082019,,16102019,VIGENTE
39,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,CASA,82,934200,175000,27082019,,28092019,VIGENTE
40,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,CUATRO,LOCAL,20,674700,186628,06082019,,14092019,VIGENTE
41,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,APARTAMENTO,55,986100,0,18122019,,28122019,VIGENTE
42,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,TRES,CASA,88,550000,0,26092019,,30092019,VIGENTE
43,BARRANCABERMEJA,VERSALLES,BARRANCABERMEJA,UNO,CASA,91,570900,0,06062019,,16072019,VIGENTE
44,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,26,622800,0,23012019,23012019,02022019,INACTIVO
45,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,15,650000,0,12022019,,29072020,VIGENTE
46,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,APARTAMENTO,56,622800,0,12022019,,28032019,INACTIVO
47,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,TRES,APARTAMENTO,67,1000000,0,25062019,25062019,27062020,VIGENTE
48,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,TRES,APARTAMENTO,83,900000,0,25062019,25062019,08072019,INACTIVO
49,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,12,500000,0,03082019,,09082019,INACTIVO
50,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,TRES,LOCAL,12,600000,167400,06082019,,12092020,PRE
51,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,TRES,APARTAMENTO,59,600000,167400,06082019,,12092020,VIGENTE
52,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,TRES,APARTAMENTO,44,466080,167400,06082019,,27082019,INACTIVO
53,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,LOCAL,13,800000,230000,27022019,27022019,11052019,VIGENTE
54,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,94,519000,143600,15082019,,27092019,VIGENTE
55,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CUATRO,LOCAL,20,665270,130000,21032019,,01052015,VIGENTE
56,BARRANCABERMEJA,SANTANA,BARRANCABERMEJA,TRES,APARTAMENTO,56,1676540,0,25032019,,20032014,VIGENTE
57,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,TRES,CASA,53,572000,188572,26032019,26032019,30012020,VIGENTE
58,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,,CASA,80,415200,143600,21012019,,25012019,VIGENTE
59,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,,LOCAL,12,1692800,0,06032019,06032019,08032019,VIGENTE
60,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,,LOCAL,11,367100,0,26032019,26032019,13042019,VIGENTE
61,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,,LOCAL,14,1800000,0,22032019,,20102020,VIGENTE
62,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,,CASA,91,722260,0,25032019,25032019,04012017,INACTIVO
63,BARRANCABERMEJA,EL PARNASO,BARRANCABERMEJA,,LOCAL,23,1660800,0,01042019,,02042019,VIGENTE
64,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,,LOCAL,20,828620,287000,24052019,,30052019,VIGENTE
65,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,,LOCAL,19,2812500,0,30052019,,27082019,VIGENTE
66,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,,CASA,78,850000,249000,06062019,,06122019,INACTIVO
67,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,,APARTAMENTO,46,700000,260500,07052019,,10022020,VIGENTE
68,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,APARTAMENTO,86,646500,260500,07052019,,16052019,INACTIVO
69,BARRANCABERMEJA,BUENOS AIRES,BARRANCABERMEJA,SEIS,APARTAMENTO,85,1174090,0,29012019,,04082017,VIGENTE
70,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,CUATRO,LOCAL,10,1141800,0,29012019,,01012019,VIGENTE
71,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,APARTAMENTO,51,519000,0,30012019,30012019,07062019,VIGENTE
72,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,CASA,23,879400,261000,07022019,,09032019,VIGENTE
73,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,24,622800,0,12022019,,27072019,VIGENTE
74,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,13,650000,0,12022019,,01082019,VIGENTE
75,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,APARTAMENTO,21,1000000,0,11122019,,16072020,VIGENTE
76,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,APARTAMENTO,65,850000,0,20092019,,17072020,VIGENTE
77,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,CASA,88,850000,0,13122019,,18012020,VIGENTE
78,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,CASA,71,850000,0,30012020,,28022020,VIGENTE
79,BARRANCABERMEJA,LA CAMPANA,BARRANCABERMEJA,SEIS,CASA,33,14385440,0,29012019,,16012019,VIGENTE
80,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,TRES,LOCAL,27,600000,0,05082020,,25092020,VIGENTE
81,BARRANCABERMEJA,GALAN GOMEZ,BARRANCABERMEJA,CUATRO,CASA,74,1500000,0,08092020,,05112020,VIGENTE
82,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,CASA,42,934200,175000,27082019,,14092019,VIGENTE
83,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,APARTAMENTO,50,900000,175000,27082019,,14092019,INACTIVO
84,BARRANCABERMEJA,EL CERRO,BARRANCABERMEJA,DOS,LOCAL,14,500000,0,26022020,,10062020,VIGENTE
85,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,TRES,CASA,51,580000,0,10012020,,29012020,VIGENTE
86,BARRANCABERMEJA,AGUAS CLARAS,BARRANCABERMEJA,CUATRO,APARTAMENTO,73,900000,0,27012020,,24022020,VIGENTE
87,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,UNO,LOCAL,30,500000,40500,12022018,,05052018,VIGENTE
88,BARRANCABERMEJA,BUENOS AIRES,BARRANCABERMEJA,UNO,APARTAMENTO,100,1269600,0,12022018,,17052019,VIGENTE
89,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,APARTAMENTO,64,850000,0,05122017,27042019,12112020,VIGENTE
90,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,APARTAMENTO,48,934200,0,05122017,27042019,22052019,INACTIVO
91,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,LOCAL,16,1000000,0,05122017,27042019,28032018,INACTIVO
92,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,TRES,LOCAL,25,1031800,0,06122017,,17022018,INACTIVO
93,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,TRES,CASA,87,1245600,0,06122017,,28082019,INACTIVO
94,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,APARTAMENTO,35,480000,0,09042018,,20062019,INACTIVO
95,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,CASA,59,600000,0,09042018,,30042018,INACTIVO
96,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,CUATRO,APARTAMENTO,22,597620,186628,27122017,,25012018,VIGENTE
97,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,CINCO,APARTAMENTO,99,970530,200530,27122017,,01082019,VIGENTE
98,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,CINCO,CASA,82,979200,200530,27122017,,30122017,INACTIVO
99,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,CASA,52,700000,0,22062018,,20112020,VIGENTE
100,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,TRES,CASA,30,670670,0,22062018,,01092018,INACTIVO
101,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,TRES,CASA,53,2350000,0,23062018,,07112020,VIGENTE
102,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,TRES,CASA,42,1911240,0,23062018,,12072018,INACTIVO
103,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,LOCAL,15,963900,0,30062018,,13092018,INACTIVO
104,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,APARTAMENTO,97,415200,130500,28102017,,20032019,VIGENTE
105,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,LOCAL,20,400000,130500,28102017,,28072018,INACTIVO
106,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,23,395520,139200,28102017,,07122018,VIGENTE
107,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,70,376100,139200,28102017,,06042018,INACTIVO
108,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,LOCAL,17,464600,130500,31082018,,01022018,INACTIVO
109,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,TRES,CASA,51,483310,0,30102017,,16112017,VIGENTE
110,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,CASA,86,749710,0,24012018,,30012018,VIGENTE
111,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,24,1000000,296585,29012018,,23062020,VIGENTE
112,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,56,725320,296585,29012018,,01022018,INACTIVO
113,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,48,840240,296585,29012018,,27122018,INACTIVO
114,BARRANCABERMEJA,LIBERTAD (6),BARRANCABERMEJA,TRES,CASA,40,900000,0,18052018,,31012020,VIGENTE
115,BARRANCABERMEJA,LIBERTAD (6),BARRANCABERMEJA,TRES,CASA,46,1134980,0,18052018,,22052018,INACTIVO
116,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,SIN ASIGNAR,LOCAL,21,500000,0,17032018,,30042019,VIGENTE
117,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,CUATRO,APARTAMENTO,96,705790,151000,27112017,,24052018,VIGENTE
118,BARRANCABERMEJA,VERSALLES,BARRANCABERMEJA,UNO,APARTAMENTO,60,560000,0,01022018,,11022018,INACTIVO
119,BARRANCABERMEJA,VERSALLES,BARRANCABERMEJA,UNO,CASA,71,519000,0,01022018,,30042019,INACTIVO
120,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,SEIS,CASA,88,1250000,0,28092017,,25082018,INACTIVO
121,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,TRES,LOCAL,20,668880,0,09052017,,12082017,VIGENTE
122,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,CASA,78,717580,0,29092017,,21122018,VIGENTE
123,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,CASA,88,676590,0,29092017,,20102017,INACTIVO
124,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,TRES,CASA,62,589050,0,29092017,,13102017,VIGENTE
125,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,TRES,LOCAL,10,567490,0,29092017,,13102017,INACTIVO
126,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,APARTAMENTO,57,2123070,0,12082017,,21092017,VIGENTE
127,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,30,630000,226800,19052017,,21082019,INACTIVO
128,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,APARTAMENTO,27,629470,226800,19052017,,20052017,INACTIVO
129,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,LOCAL,16,1500000,0,27052017,,11082017,INACTIVO
130,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,CUATRO,LOCAL,17,1669200,0,27052017,,24052018,VIGENTE
131,BARRANCABERMEJA,SECTOR COMERCIAL,BARRANCABERMEJA,CUATRO,APARTAMENTO,73,732650,292800,30052017,,07062017,INACTIVO
132,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,TRES,APARTAMENTO,52,670670,0,31052017,,04062017,VIGENTE
133,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,TRES,LOCAL,18,698110,0,19102017,,21102017,INACTIVO
134,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CUATRO,LOCAL,12,830000,358000,24082017,,18022020,VIGENTE
135,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CUATRO,LOCAL,10,800000,358000,24082017,,06042019,INACTIVO
136,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,CASA,38,1071000,0,14062017,,27092018,VIGENTE
137,BARRANCABERMEJA,PUEBLO NUEVO,BARRANCABERMEJA,CUATRO,APARTAMENTO,84,1144990,0,14062017,,17062017,INACTIVO
138,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,APARTAMENTO,85,557400,0,28082017,,11092017,INACTIVO
139,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,16,520450,0,28082017,,11092017,INACTIVO
140,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,CASA,31,450000,0,24062017,,07072017,VIGENTE
141,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,LOCAL,27,540450,0,24062017,,07072017,INACTIVO
142,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,LOCAL,19,2747520,0,30062017,,21072017,VIGENTE
143,BARRANCABERMEJA,COVIBA,BARRANCABERMEJA,TRES,CASA,57,570900,0,18092017,,11012019,VIGENTE
144,BARRANCABERMEJA,COVIBA,BARRANCABERMEJA,TRES,APARTAMENTO,56,624540,0,18092017,,20092017,INACTIVO
145,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,28,500000,0,19042017,,05082019,INACTIVO
146,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,17,438410,0,19042017,,26042017,INACTIVO
147,BARRANCABERMEJA,OLAYA HERRERA (6),BARRANCABERMEJA,TRES,APARTAMENTO,90,780360,0,27042017,,29042017,VIGENTE
148,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,LOCAL,20,11573159,0,26072017,,17032018,VIGENTE
149,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,APARTAMENTO,66,4500000,0,26072017,,01112020,VIGENTE
150,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,17,1900000,0,26072017,,28032019,INACTIVO
151,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,UNO,APARTAMENTO,62,2000000,0,26072017,,26022020,INACTIVO
152,BARRANCABERMEJA,EL PARNASO,BARRANCABERMEJA,TRES,LOCAL,24,726600,0,18052019,,22062019,VIGENTE
153,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,SEIS,APARTAMENTO,58,8254400,0,29012019,,01062018,INACTIVO
154,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,TRES,LOCAL,26,467100,135415,28052019,,02112019,VIGENTE
155,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,TRES,APARTAMENTO,72,223936,186628,28052019,,09112019,VIGENTE
156,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CINCO,APARTAMENTO,26,714540,210000,31082018,,23062018,VIGENTE
157,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,,APARTAMENTO,88,500000,0,31082018,,29062018,INACTIVO
158,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,,CASA,76,934200,272000,31082018,,08102019,VIGENTE
159,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,,APARTAMENTO,89,837152,272000,31082018,,03082018,INACTIVO
160,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,,LOCAL,21,11239850,2497744,31082018,,01112018,VIGENTE
161,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,,APARTAMENTO,42,9000000,2497744,31082018,,24112017,INACTIVO
162,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,,APARTAMENTO,37,439800,167400,06092018,,11102018,INACTIVO
163,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,,APARTAMENTO,70,439800,167400,06092018,,07092018,INACTIVO
164,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,,LOCAL,28,570900,0,29092018,,30122019,VIGENTE
165,BARRANCABERMEJA,CINCUENTENARIO,BARRANCABERMEJA,,APARTAMENTO,66,500000,0,29092018,,24112018,INACTIVO
166,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,CUATRO,LOCAL,30,800000,0,29092018,,23112019,INACTIVO
167,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,CUATRO,CASA,73,928620,0,29092018,,23102018,INACTIVO
168,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,LOCAL,25,515900,0,04102018,,12102018,INACTIVO
169,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,36,428400,127300,27102018,,26032018,VIGENTE
170,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,SEIS,CASA,63,3607000,0,27102018,,05042011,VIGENTE
171,BARRANCABERMEJA,BUENOS AIRES,BARRANCABERMEJA,SEIS,CASA,29,6973911,0,27102018,,25112018,VIGENTE
172,BARRANCABERMEJA,SECTOR COMERCIAL,BARRANCABERMEJA,SEIS,LOCAL,28,8486433,0,27102018,,01022019,VIGENTE
173,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,SIN ASIGNAR,LOCAL,16,3961990,1001203,27102018,,05052016,VIGENTE
174,BARRANCABERMEJA,VILLA ROSA,BARRANCABERMEJA,CUATRO,APARTAMENTO,77,544060,186628,27102018,,20092018,INACTIVO
175,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,SIN ASIGNAR,CASA,51,584390,159000,27102018,,01092018,VIGENTE
176,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,TRES,APARTAMENTO,43,800000,0,27102018,,21102020,VIGENTE
177,BARRANCABERMEJA,LA FLORESTA,BARRANCABERMEJA,TRES,APARTAMENTO,97,825440,0,27102018,,12102018,INACTIVO
178,BARRANCABERMEJA,INSCREDIAL,BARRANCABERMEJA,CUATRO,LOCAL,24,850000,0,31102018,,15082020,VIGENTE
179,BARRANCABERMEJA,INSCREDIAL,BARRANCABERMEJA,CUATRO,APARTAMENTO,89,700000,0,31102018,,05072019,INACTIVO
180,BARRANCABERMEJA,VERSALLES,BARRANCABERMEJA,DOS,LOCAL,20,589050,0,10112018,,15112018,VIGENTE
181,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,30,535500,0,19122018,,27122018,VIGENTE
182,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,SEIS,LOCAL,18,18402115,5116724,22122018,,16122018,VIGENTE
183,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,SEIS,CASA,85,4637907,0,28122018,,01012018,VIGENTE
184,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,APARTAMENTO,97,1000000,292000,12122018,,29102020,VIGENTE
185,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,APARTAMENTO,98,1000000,292000,12122018,,28092019,INACTIVO
186,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,APARTAMENTO,50,951285,292000,12122018,,04112018,INACTIVO
187,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,APARTAMENTO,51,835040,275000,12122018,,24082017,VIGENTE
188,BARRANCABERMEJA,LA CAMPANA,BARRANCABERMEJA,SEIS,LOCAL,11,2662000,0,12122018,,12092017,VIGENTE
189,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,41,1349400,0,29122018,,27022019,VIGENTE
190,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,SIN ASIGNAR,CASA,24,944580,0,30112018,,01012019,VIGENTE
191,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,APARTAMENTO,75,572700,127300,30112018,,22022020,INACTIVO
192,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,CASA,97,410600,127300,30112018,,21122018,INACTIVO
193,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,57,550293,0,02082018,,11082018,INACTIVO
194,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,69,845280,307440,03082018,,04082018,VIGENTE
195,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,SEIS,CASA,69,3700000,0,30082018,,20062011,VIGENTE
196,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,CUATRO,APARTAMENTO,25,1547700,0,30082018,,30052009,VIGENTE
197,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,SEIS,APARTAMENTO,59,8363100,0,30082018,,20062012,VIGENTE
198,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,SEIS,LOCAL,11,5421920,1193024,30082018,,10122013,VIGENTE
199,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,SIN ASIGNAR,APARTAMENTO,39,6742016,0,30082018,,01032020,VIGENTE
