COD_INMUEBLE,NOM_SUCURSAL,NOM_BARRIO,NOM_CIUDAD,ESTRATO,TIPO_INMUEBLE,AREA,VLR_CANON,VLR_ADMINISTRACION,FECHA_CONSIGNACION,FECHA_RECONSIGNACION,FECHA_CONTRATO,COD_ESTADO_CONTRATO
3204,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,95,1058530,0,14032003,,01042003,VIGENTE
3205,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,50,600000,148000,24042018,,07112015,INACTIVO
3206,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,73,642600,148000,24042018,,19052018,VIGENTE
3207,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,85,677460,148000,24042018,,07112015,INACTIVO
3208,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,34,626210,148000,24042018,,03042009,INACTIVO
3209,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,CASA,28,706750,253500,27032003,,29072011,INACTIVO
3210,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,APARTAMENTO,86,1191500,253500,27032003,,29072011,INACTIVO
3211,BUCARAMANGA,GAITAN,BUCARAMANGA,CUATRO,LOCAL,24,1000000,0,03042003,,01041989,VIGENTE
3212,BUCARAMANGA,LA FLORESTA,BUCARAMANGA,CINCO,LOCAL,19,1091580,0,08042003,,26032009,INACTIVO
3213,BUCARAMANGA,LA FLORESTA,BUCARAMANGA,CINCO,CASA,61,1181136,0,08042003,,31082012,VIGENTE
3214,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,LOCAL,11,5816110,0,28052004,,10022005,VIGENTE
3215,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,66,1245600,525000,28052004,09012019,24102019,VIGENTE
3216,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,11,1769980,525000,28052004,09012019,14122010,INACTIVO
3217,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,CASA,72,802660,129000,09122016,,25022017,VIGENTE
3218,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,96,559760,129000,09122016,,02122005,INACTIVO
3219,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,26,1017190,257000,12062004,,27072004,VIGENTE
3220,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,CASA,83,1173650,0,16062004,,07082004,VIGENTE
3221,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,COMERCIAL,APARTAMENTO,30,272000,139000,22062004,,24022012,VIGENTE
3222,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,COMERCIAL,LOCAL,27,287240,139000,22062004,,24022012,INACTIVO
3223,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,COMERCIAL,CASA,26,270425,139000,22062004,,09012010,INACTIVO
3224,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,TRES,CASA,38,862500,0,01012018,,01072004,VIGENTE
3225,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,CASA,24,1535750,0,01012018,,01052009,VIGENTE
3226,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,LOCAL,24,857160,0,01012018,,31072012,INACTIVO
3227,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,LOCAL,28,1179360,0,01012018,,08082007,VIGENTE
3228,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,95,670470,0,01012018,,08082007,INACTIVO
3229,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,LOCAL,10,3372800,0,01012018,,18102019,VIGENTE
3230,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,APARTAMENTO,72,3968350,0,01012018,,24042014,INACTIVO
3231,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,CASA,35,1700000,0,01012018,,01051997,INACTIVO
3232,BUCARAMANGA,PROVENZA,BUCARAMANGA,SIN ASIGNAR,CASA,23,2150000,0,01012018,,01051997,VIGENTE
3233,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,SIN ASIGNAR,APARTAMENTO,79,3500000,0,01012018,,09042012,INACTIVO
3234,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,SIN ASIGNAR,LOCAL,29,1805210,0,01012018,,16082001,INACTIVO
3235,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,12,4000000,0,01012018,,30012020,VIGENTE
3236,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,28,4049430,0,01012018,,11042018,INACTIVO
3237,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,19,4315200,0,01012018,,29072013,INACTIVO
3238,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,11,3504590,0,01012018,,30052011,INACTIVO
3239,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,20,3896340,0,01012018,,29072013,INACTIVO
3240,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,25,3000000,0,01012018,,26072013,INACTIVO
3241,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,31,3000000,0,01012018,,26072013,INACTIVO
3242,BUCARAMANGA,GIRARDOT,BUCARAMANGA,CUATRO,LOCAL,14,2157530,0,08042003,,24022011,VIGENTE
3243,BUCARAMANGA,GIRARDOT,BUCARAMANGA,CUATRO,CASA,61,1043500,0,08042003,,01062003,INACTIVO
3244,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,CASA,29,615930,0,11042003,,01022004,VIGENTE
3245,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,68,1195930,0,22042003,,11052005,INACTIVO
3246,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,86,6656020,0,28042003,,17032008,VIGENTE
3247,BUCARAMANGA,FONTANA,BUCARAMANGA,CUATRO,LOCAL,25,793130,0,22062004,,30032016,INACTIVO
3248,BUCARAMANGA,FONTANA,BUCARAMANGA,CUATRO,APARTAMENTO,78,588070,0,22062004,,27022010,INACTIVO
3249,BUCARAMANGA,FONTANA,BUCARAMANGA,CUATRO,LOCAL,11,728280,0,22062004,,10112018,VIGENTE
3250,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,11,1660800,524000,10072004,,30112019,VIGENTE
3251,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,81,2061500,524000,10072004,,01092015,INACTIVO
3252,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,49,1503070,524000,10072004,,21022014,INACTIVO
3253,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,58,1205920,524000,10072004,,25052010,INACTIVO
3254,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,CASA,33,790360,182000,10072004,,30072015,INACTIVO
3255,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,31,780360,182000,10072004,,28102017,VIGENTE
3256,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,92,524720,182000,10072004,,19112004,INACTIVO
3257,BUCARAMANGA,SAN MIGUEL,BUCARAMANGA,SIN ASIGNAR,LOCAL,26,2930410,0,01012018,,01082015,VIGENTE
3258,BUCARAMANGA,SAN MIGUEL,BUCARAMANGA,SIN ASIGNAR,LOCAL,10,2326760,0,01012018,,01081999,INACTIVO
3259,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,SIN ASIGNAR,LOCAL,30,1300000,0,01012018,,01011997,VIGENTE
3260,BUCARAMANGA,LOS COMUNEROS,BUCARAMANGA,TRES,LOCAL,24,672010,0,01012018,,20102001,VIGENTE
3261,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,APARTAMENTO,49,4001790,0,01012018,,20062012,INACTIVO
3262,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,CASA,26,2400000,0,01012018,,20062012,INACTIVO
3263,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,CASA,83,1728150,0,01012018,,01092001,INACTIVO
3264,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,66,825510,260000,01012018,,23062006,VIGENTE
3265,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,APARTAMENTO,88,837900,0,01012018,,01031999,VIGENTE
3266,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,86,3421310,0,01012018,,17052006,VIGENTE
3267,BUCARAMANGA,EL PRADO,BUCARAMANGA,CUATRO,LOCAL,24,996100,159500,18082001,,30052014,INACTIVO
3268,BUCARAMANGA,EL PRADO,BUCARAMANGA,CUATRO,CASA,22,1002070,159500,18082001,,30082016,VIGENTE
3269,BUCARAMANGA,EL PRADO,BUCARAMANGA,CUATRO,LOCAL,25,823260,159500,18082001,,28012011,INACTIVO
3270,BUCARAMANGA,GIRARDOT,BUCARAMANGA,TRES,APARTAMENTO,34,510890,0,21082001,,16042005,VIGENTE
3271,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,LOCAL,30,667160,172400,04092001,,10082004,INACTIVO
3272,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,55,793800,172400,04092001,,16012018,VIGENTE
3273,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,LOCAL,25,759330,172400,04092001,,06042011,INACTIVO
3274,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,74,1006880,172400,04092001,,17072013,INACTIVO
3275,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CINCO,LOCAL,22,3910000,0,15092001,,13092001,VIGENTE
3276,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,42,1767500,0,17052003,,24032004,INACTIVO
3277,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,APARTAMENTO,72,950000,0,05042016,,10092020,VIGENTE
3278,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,APARTAMENTO,86,1000000,0,05042016,,15062019,INACTIVO
3279,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,CASA,36,832720,0,05042016,,13052017,INACTIVO
3280,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,LOCAL,21,1057500,0,05042016,,26042016,INACTIVO
3281,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,LOCAL,25,804640,0,05042016,,13112010,INACTIVO
3282,BUCARAMANGA,CENTRO,BUCARAMANGA,TRES,APARTAMENTO,84,433250,136000,17062003,,10112015,INACTIVO
3283,BUCARAMANGA,CENTRO,BUCARAMANGA,TRES,CASA,60,453600,136000,17062003,,24032018,INACTIVO
3284,BUCARAMANGA,CENTRO,BUCARAMANGA,TRES,CASA,95,348600,136000,17062003,,03102013,INACTIVO
3285,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,11,3987700,0,15072004,,13092007,VIGENTE
3286,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,11,7975400,0,15072004,,13092007,INACTIVO
3287,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,CASA,29,15649050,0,23072004,,01072004,VIGENTE
3288,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,LOCAL,26,718250,151600,25022016,,25092010,INACTIVO
3289,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,LOCAL,25,960000,151600,25022016,,19032016,VIGENTE
3290,BUCARAMANGA,LA CONCORDIA,BUCARAMANGA,SEIS,LOCAL,28,353200,0,25012017,,09082003,INACTIVO
3291,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,LOCAL,22,695110,0,01012018,,22082013,INACTIVO
3292,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,LOCAL,29,568650,0,01012018,,01072010,INACTIVO
3293,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,APARTAMENTO,98,1087270,0,01012018,,22122015,VIGENTE
3294,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,LOCAL,28,800000,0,01012018,,12122014,INACTIVO
3295,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,CASA,63,486770,0,01012018,,01072010,INACTIVO
3296,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,LOCAL,26,997580,0,01012018,,02032013,VIGENTE
3297,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,APARTAMENTO,36,535090,0,01012018,,22012010,INACTIVO
3298,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,CASA,39,521920,0,16032012,,30122014,VIGENTE
3299,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,LOCAL,21,845760,0,13102001,,05032010,VIGENTE
3300,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CINCO,CASA,25,677010,118110,12112001,,09022007,VIGENTE
3301,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,APARTAMENTO,27,700000,0,13122001,28082020,12092020,VIGENTE
3302,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,CASA,89,597150,0,13122001,28082020,16052009,INACTIVO
3303,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,23,700000,230000,19122001,,17122016,VIGENTE
3304,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,57,635860,230000,19122001,,08102010,INACTIVO
3305,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,67,789780,230000,19122001,,10112013,INACTIVO
3306,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,APARTAMENTO,34,562681,0,15072003,,12082003,VIGENTE
3307,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,23,2500000,0,01012018,,29122014,INACTIVO
3308,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,27,1250000,0,01012018,,30012020,VIGENTE
3309,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,13,3134550,0,01012018,,12102010,INACTIVO
3310,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,26,2986990,0,01012018,,12102010,INACTIVO
3311,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,APARTAMENTO,61,10232017,0,01012018,,01011995,VIGENTE
3312,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,APARTAMENTO,68,25564570,0,01012018,,01112006,VIGENTE
3313,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,LOCAL,12,3926370,0,01012018,,16082000,INACTIVO
3314,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,LOCAL,18,7458220,0,01012018,,01112012,VIGENTE
3315,BUCARAMANGA,CENTRO,BUCARAMANGA,SIN ASIGNAR,APARTAMENTO,28,21455017,0,01012018,,01102003,VIGENTE
3316,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,LOCAL,27,7225130,0,01012018,,01062000,INACTIVO
3317,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,LOCAL,13,1590950,0,01012018,,01112004,INACTIVO
3318,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,APARTAMENTO,88,1011920,0,01012018,,01112004,INACTIVO
3319,BUCARAMANGA,ANTIGUO CAMPESTRE,BUCARAMANGA,SEIS,CASA,60,953110,0,01012018,,01112004,INACTIVO
3320,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,43,588620,275000,01012018,,01102006,INACTIVO
3321,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,24,672000,275000,01012018,,01052012,VIGENTE
3322,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,91,985690,332000,01012018,,09082006,INACTIVO
3323,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,67,2590500,0,01012018,,01102013,VIGENTE
3324,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,78,1500000,0,01012018,,01041998,INACTIVO
3325,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,APARTAMENTO,81,625000,149000,12012002,,17032020,VIGENTE
3326,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,APARTAMENTO,65,537000,149000,12012002,,06012017,INACTIVO
3327,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,APARTAMENTO,36,518300,149000,12012002,,20112014,INACTIVO
3328,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,APARTAMENTO,34,415090,149000,12012002,,22082007,INACTIVO
3329,BUCARAMANGA,ALVAREZ,BUCARAMANGA,TRES,APARTAMENTO,65,622800,175000,26012002,25012019,03072019,VIGENTE
3330,BUCARAMANGA,ALVAREZ,BUCARAMANGA,TRES,LOCAL,13,624540,175000,26012002,25012019,07012017,INACTIVO
3331,BUCARAMANGA,ALVAREZ,BUCARAMANGA,TRES,APARTAMENTO,92,602970,175000,26012002,25012019,21082010,INACTIVO
3332,BUCARAMANGA,ALVAREZ,BUCARAMANGA,TRES,CASA,85,664070,175000,26012002,25012019,26042014,INACTIVO
3333,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,CUATRO,LOCAL,24,613150,55000,29062017,,29072017,VIGENTE
3334,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,CUATRO,LOCAL,18,443070,55000,29062017,,20062007,INACTIVO
3335,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,CUATRO,CASA,55,635680,55000,29062017,,01062012,INACTIVO
3336,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,28,827340,186000,09082003,,04072009,VIGENTE
3337,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,APARTAMENTO,39,11225670,0,22082003,,19032010,VIGENTE
3338,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,66,2834020,0,03092003,17012019,31072012,INACTIVO
3339,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,66,1557000,0,03092003,17012019,30032019,VIGENTE
3340,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,LOCAL,29,2158650,0,03092003,17012019,01032007,INACTIVO
3341,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,34,3270000,0,03092003,17012019,07012016,INACTIVO
3342,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,DOS,LOCAL,15,1700600,0,01012018,,01102006,VIGENTE
3343,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,CASA,91,1327150,200460,01012018,,28082009,VIGENTE
3344,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,LOCAL,17,730380,200460,01012018,,28082009,INACTIVO
3345,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,70,611070,0,01012018,,01102005,INACTIVO
3346,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,73,884700,0,01012018,,01102005,INACTIVO
3347,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,30,2452800,228950,01012018,,01082018,VIGENTE
3348,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,13,3238290,228950,01012018,,01092011,INACTIVO
3349,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,35,3060760,228950,01012018,,03071996,INACTIVO
3350,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,48,5819000,228950,01012018,,01092011,INACTIVO
3351,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,LOCAL,17,1312430,0,01012018,,01122005,VIGENTE
3352,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,91,870400,331000,01012018,,18022019,VIGENTE
3353,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,32,888160,331000,01012018,,24102005,INACTIVO
3354,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CINCO,APARTAMENTO,97,561540,74000,01012018,,04012008,VIGENTE
3355,BUCARAMANGA,GIRARDOT,BUCARAMANGA,SEIS,LOCAL,26,1010310,0,01012018,,01112003,INACTIVO
3356,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,APARTAMENTO,71,4607780,0,01012018,,01062007,INACTIVO
3357,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,37,5958650,0,01012018,,01062007,VIGENTE
3358,BUCARAMANGA,EL PRADO,BUCARAMANGA,CINCO,CASA,57,569422,0,27012002,,20052006,VIGENTE
3359,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,28,786010,400000,05092003,,30062011,INACTIVO
3360,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,CASA,63,851820,400000,05092003,,29022016,VIGENTE
3361,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,18,699860,400000,05092003,,01082008,INACTIVO
3362,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,12,1050000,197100,09092003,,11032020,VIGENTE
3363,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,APARTAMENTO,84,1000000,197100,09092003,,19112018,INACTIVO
3364,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,27,920120,197100,09092003,,19102012,INACTIVO
3365,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,27,802640,197100,09092003,,01092010,INACTIVO
3366,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,CUATRO,LOCAL,17,1100750,197100,09092003,,27022016,INACTIVO
3367,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,LOCAL,13,700000,0,29092003,,29122020,VIGENTE
3368,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,LOCAL,15,698392,0,29092003,,19102018,INACTIVO
3369,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,APARTAMENTO,100,1554380,0,29092003,,04032005,INACTIVO
3370,BUCARAMANGA,CENTRO,BUCARAMANGA,SEIS,LOCAL,15,1046550,0,29092003,,26092012,INACTIVO
3371,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,CASA,87,463948,309800,01012018,,02112018,VIGENTE
3372,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,APARTAMENTO,58,1217460,309800,01012018,,14052004,INACTIVO
3373,BUCARAMANGA,CENTRO,BUCARAMANGA,COMERCIAL,LOCAL,13,1217460,309800,01012018,,14052004,INACTIVO
3374,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,COMERCIAL,LOCAL,13,1385170,234860,01012018,,09022013,INACTIVO
3375,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,COMERCIAL,LOCAL,12,616870,234860,01012018,,01052004,INACTIVO
3376,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,COMERCIAL,CASA,41,674130,234860,01012018,,30052011,INACTIVO
3377,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,COMERCIAL,APARTAMENTO,93,620000,234860,01012018,,30052011,INACTIVO
3378,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,78,7810980,0,01012018,,15082010,INACTIVO
3379,BUCARAMANGA,BOLIVAR,BUCARAMANGA,COMERCIAL,CASA,55,1119580,68728,01012018,,11092009,VIGENTE
3380,BUCARAMANGA,GIRARDOT,BUCARAMANGA,SIN ASIGNAR,APARTAMENTO,75,5976600,0,01012018,,01092000,VIGENTE
3381,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,APARTAMENTO,48,454000,92100,01012018,,20062009,INACTIVO
3382,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,LOCAL,23,567170,92100,01012018,,20062009,INACTIVO
3383,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,APARTAMENTO,95,370000,92100,01012018,,16092014,INACTIVO
3384,BUCARAMANGA,CENTRO,BUCARAMANGA,CUATRO,CASA,44,493630,92100,01012018,,20062009,INACTIVO
3385,BUCARAMANGA,SAN MIGUEL,BUCARAMANGA,SEIS,APARTAMENTO,60,14525650,0,01012018,,01012009,VIGENTE
3386,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,89,550000,307008,01012018,,29022020,INACTIVO
3387,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,30,766190,307008,01012018,,07102011,INACTIVO
3388,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,21,500000,307008,01012018,,01092003,INACTIVO
3389,BUCARAMANGA,QUINTA DANIA,BUCARAMANGA,CUATRO,APARTAMENTO,43,1200000,0,01012018,,17062003,VIGENTE
3390,BUCARAMANGA,EL PRADO,BUCARAMANGA,CUATRO,CASA,78,3398562,0,01012018,,16061998,VIGENTE
3391,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,14,1243200,0,01012018,,02042003,VIGENTE
3392,BUCARAMANGA,QUINTA DANIA,BUCARAMANGA,SEIS,APARTAMENTO,45,920000,0,26072000,,01082007,INACTIVO
3393,BUCARAMANGA,QUINTA DANIA,BUCARAMANGA,SEIS,CASA,36,1670950,0,26072000,,01082007,INACTIVO
3394,BUCARAMANGA,DIAMANTE II,BUCARAMANGA,CUATRO,LOCAL,22,1441290,0,07032002,,02042008,VIGENTE
3395,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,CUATRO,LOCAL,15,406370,135000,26032002,,23102013,INACTIVO
3396,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,CUATRO,APARTAMENTO,45,635750,135000,26032002,,15012015,INACTIVO
3397,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,CUATRO,APARTAMENTO,100,369040,135000,26032002,,01062004,INACTIVO
3398,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,COMERCIAL,APARTAMENTO,56,985450,150000,02042002,,21122004,VIGENTE
3399,BUCARAMANGA,DIAMANTE I,BUCARAMANGA,TRES,CASA,28,518650,0,03042002,,03022011,INACTIVO
3400,BUCARAMANGA,DIAMANTE I,BUCARAMANGA,TRES,CASA,99,664020,0,03042002,,30072016,VIGENTE
3401,BUCARAMANGA,DIAMANTE I,BUCARAMANGA,TRES,APARTAMENTO,56,649490,0,03042002,,24032012,INACTIVO
